number,title,collection,path,status
201,Emergency Contact Update Log,VOLUME-7,VOLUME-7/KDP-Complete-Kit/201_Emergency_Contact_Update_Log,HOLD_CANDIDATE
202,Travel Document Checklist,VOLUME-7,VOLUME-7/KDP-Complete-Kit/202_Travel_Document_Checklist,HOLD_CANDIDATE
203,Accessible Lodging Call Log,VOLUME-7,VOLUME-7/KDP-Complete-Kit/203_Accessible_Lodging_Call_Log,HOLD_CANDIDATE
204,Conference Networking Follow-Up,VOLUME-7,VOLUME-7/KDP-Complete-Kit/204_Conference_Networking_Follow-Up,HOLD_CANDIDATE
205,Portfolio Revision Tracker,VOLUME-7,VOLUME-7/KDP-Complete-Kit/205_Portfolio_Revision_Tracker,HOLD_CANDIDATE
206,Certification Study Evidence Log,VOLUME-7,VOLUME-7/KDP-Complete-Kit/206_Certification_Study_Evidence_Log,HOLD_CANDIDATE
207,Apprenticeship Application Ledger,VOLUME-7,VOLUME-7/KDP-Complete-Kit/207_Apprenticeship_Application_Ledger,HOLD_CANDIDATE
208,Shift Worker Sleep Record,VOLUME-7,VOLUME-7/KDP-Complete-Kit/208_Shift_Worker_Sleep_Record,HOLD_CANDIDATE
209,Care Worker Boundary Notebook,VOLUME-7,VOLUME-7/KDP-Complete-Kit/209_Care_Worker_Boundary_Notebook,HOLD_CANDIDATE
210,Burnout Workload Evidence Log,VOLUME-7,VOLUME-7/KDP-Complete-Kit/210_Burnout_Workload_Evidence_Log,HOLD_CANDIDATE
211,Union Meeting Notes Register,VOLUME-7,VOLUME-7/KDP-Complete-Kit/211_Union_Meeting_Notes_Register,HOLD_CANDIDATE
212,Board Meeting Decision Book,VOLUME-7,VOLUME-7/KDP-Complete-Kit/212_Board_Meeting_Decision_Book,HOLD_CANDIDATE
213,Nonprofit Grant Calendar,VOLUME-7,VOLUME-7/KDP-Complete-Kit/213_Nonprofit_Grant_Calendar,HOLD_CANDIDATE
214,Donation Inventory Ledger,VOLUME-7,VOLUME-7/KDP-Complete-Kit/214_Donation_Inventory_Ledger,HOLD_CANDIDATE
215,Creative Collaboration Handoff,VOLUME-7,VOLUME-7/KDP-Complete-Kit/215_Creative_Collaboration_Handoff,HOLD_CANDIDATE
216,Performance Rehearsal Log,VOLUME-7,VOLUME-7/KDP-Complete-Kit/216_Performance_Rehearsal_Log,HOLD_CANDIDATE
217,Community Event Runbook,VOLUME-8,VOLUME-8/KDP-Complete-Kit/217_Community_Event_Runbook,HOLD_CANDIDATE
218,Neighborhood Contact Directory,VOLUME-8,VOLUME-8/KDP-Complete-Kit/218_Neighborhood_Contact_Directory,HOLD_CANDIDATE
219,Library Research Trail,VOLUME-8,VOLUME-8/KDP-Complete-Kit/219_Library_Research_Trail,HOLD_CANDIDATE
220,Local History Interview Book,VOLUME-8,VOLUME-8/KDP-Complete-Kit/220_Local_History_Interview_Book,HOLD_CANDIDATE
221,Home School Activity Log,VOLUME-8,VOLUME-8/KDP-Complete-Kit/221_Home_School_Activity_Log,HOLD_CANDIDATE
222,College Application Tracker,VOLUME-8,VOLUME-8/KDP-Complete-Kit/222_College_Application_Tracker,HOLD_CANDIDATE
223,Scholarship Evidence Ledger,VOLUME-8,VOLUME-8/KDP-Complete-Kit/223_Scholarship_Evidence_Ledger,HOLD_CANDIDATE
224,Internship Follow-Up Register,VOLUME-8,VOLUME-8/KDP-Complete-Kit/224_Internship_Follow-Up_Register,HOLD_CANDIDATE
225,Professional Development Log,VOLUME-8,VOLUME-8/KDP-Complete-Kit/225_Professional_Development_Log,HOLD_CANDIDATE
226,Team Onboarding Notebook,VOLUME-8,VOLUME-8/KDP-Complete-Kit/226_Team_Onboarding_Notebook,HOLD_CANDIDATE
227,Manager One-on-One Register,VOLUME-8,VOLUME-8/KDP-Complete-Kit/227_Manager_One-on-One_Register,HOLD_CANDIDATE
228,Workload Negotiation Log,VOLUME-8,VOLUME-8/KDP-Complete-Kit/228_Workload_Negotiation_Log,HOLD_CANDIDATE
229,Contractor Project Handoff,VOLUME-8,VOLUME-8/KDP-Complete-Kit/229_Contractor_Project_Handoff,HOLD_CANDIDATE
230,Renovation Budget Evidence Book,VOLUME-8,VOLUME-8/KDP-Complete-Kit/230_Renovation_Budget_Evidence_Book,HOLD_CANDIDATE
231,Appliance Warranty Tracker,VOLUME-8,VOLUME-8/KDP-Complete-Kit/231_Appliance_Warranty_Tracker,HOLD_CANDIDATE
232,Vehicle Trip Maintenance Log,VOLUME-8,VOLUME-8/KDP-Complete-Kit/232_Vehicle_Trip_Maintenance_Log,HOLD_CANDIDATE
233,Pet Medication Question Log,VOLUME-8,VOLUME-8/KDP-Complete-Kit/233_Pet_Medication_Question_Log,HOLD_CANDIDATE
234,Pet Adoption Transition Book,VOLUME-8,VOLUME-8/KDP-Complete-Kit/234_Pet_Adoption_Transition_Book,HOLD_CANDIDATE
235,Plant Care Observation Journal,VOLUME-8,VOLUME-8/KDP-Complete-Kit/235_Plant_Care_Observation_Journal,HOLD_CANDIDATE
236,Seasonal Home Reset Ledger,VOLUME-8,VOLUME-8/KDP-Complete-Kit/236_Seasonal_Home_Reset_Ledger,HOLD_CANDIDATE
237,Emergency Supply Rotation Log,VOLUME-8,VOLUME-8/KDP-Complete-Kit/237_Emergency_Supply_Rotation_Log,HOLD_CANDIDATE
238,Document Backup Checklist,VOLUME-8,VOLUME-8/KDP-Complete-Kit/238_Document_Backup_Checklist,HOLD_CANDIDATE
239,Password Manager Migration Log,VOLUME-8,VOLUME-8/KDP-Complete-Kit/239_Password_Manager_Migration_Log,HOLD_CANDIDATE
240,Privacy Preference Register,VOLUME-8,VOLUME-8/KDP-Complete-Kit/240_Privacy_Preference_Register,HOLD_CANDIDATE
241,Subscription Cancellation Record,VOLUME-8,VOLUME-8/KDP-Complete-Kit/241_Subscription_Cancellation_Record,HOLD_CANDIDATE
242,Household Purchase Decision Book,VOLUME-8,VOLUME-8/KDP-Complete-Kit/242_Household_Purchase_Decision_Book,HOLD_CANDIDATE
243,Accessible Restaurant Call Log,VOLUME-8,VOLUME-8/KDP-Complete-Kit/243_Accessible_Restaurant_Call_Log,HOLD_CANDIDATE
244,Medical Interpreter Appointment Log,VOLUME-8,VOLUME-8/KDP-Complete-Kit/244_Medical_Interpreter_Appointment_Log,HOLD_CANDIDATE
245,Caregiver Respite Planning Book,VOLUME-8,VOLUME-8/KDP-Complete-Kit/245_Caregiver_Respite_Planning_Book,HOLD_CANDIDATE
246,Support Group Meeting Notes,VOLUME-8,VOLUME-8/KDP-Complete-Kit/246_Support_Group_Meeting_Notes,HOLD_CANDIDATE
247,Personal Values Decision Journal,VOLUME-8,VOLUME-8/KDP-Complete-Kit/247_Personal_Values_Decision_Journal,HOLD_CANDIDATE
248,Difficult Email Draft Book,VOLUME-8,VOLUME-8/KDP-Complete-Kit/248_Difficult_Email_Draft_Book,HOLD_CANDIDATE
249,Boundary Conversation Record,VOLUME-8,VOLUME-8/KDP-Complete-Kit/249_Boundary_Conversation_Record,HOLD_CANDIDATE
250,Creative Project Archive,VOLUME-8,VOLUME-8/KDP-Complete-Kit/250_Creative_Project_Archive,HOLD_CANDIDATE
251,Maker Workshop Log,VOLUME-8,VOLUME-8/KDP-Complete-Kit/251_Maker_Workshop_Log,HOLD_CANDIDATE
252,Reading Project Notebook,VOLUME-8,VOLUME-8/KDP-Complete-Kit/252_Reading_Project_Notebook,HOLD_CANDIDATE
253,Accessible Workplace Setup Log,VOLUME-9,VOLUME-9/KDP-Complete-Kit/253_Accessible_Workplace_Setup_Log,HOLD_CANDIDATE
254,Care Team Question Cards,VOLUME-9,VOLUME-9/KDP-Complete-Kit/254_Care_Team_Question_Cards,HOLD_CANDIDATE
255,Appointment Transportation Log,VOLUME-9,VOLUME-9/KDP-Complete-Kit/255_Appointment_Transportation_Log,HOLD_CANDIDATE
256,Home Care Supply Ledger,VOLUME-9,VOLUME-9/KDP-Complete-Kit/256_Home_Care_Supply_Ledger,HOLD_CANDIDATE
257,Family Calendar Handoff,VOLUME-9,VOLUME-9/KDP-Complete-Kit/257_Family_Calendar_Handoff,HOLD_CANDIDATE
258,Shared Household Task Board,VOLUME-9,VOLUME-9/KDP-Complete-Kit/258_Shared_Household_Task_Board,HOLD_CANDIDATE
259,New Parent Support Handoff,VOLUME-9,VOLUME-9/KDP-Complete-Kit/259_New_Parent_Support_Handoff,HOLD_CANDIDATE
260,School Pickup Authorization Log,VOLUME-9,VOLUME-9/KDP-Complete-Kit/260_School_Pickup_Authorization_Log,HOLD_CANDIDATE
261,Child Activity Equipment Log,VOLUME-9,VOLUME-9/KDP-Complete-Kit/261_Child_Activity_Equipment_Log,HOLD_CANDIDATE
262,Caregiver Meal Planning Book,VOLUME-9,VOLUME-9/KDP-Complete-Kit/262_Caregiver_Meal_Planning_Book,HOLD_CANDIDATE
263,Community Resource Call Log,VOLUME-9,VOLUME-9/KDP-Complete-Kit/263_Community_Resource_Call_Log,HOLD_CANDIDATE
264,Benefits Application Tracker,VOLUME-9,VOLUME-9/KDP-Complete-Kit/264_Benefits_Application_Tracker,HOLD_CANDIDATE
265,Housing Search Evidence Book,VOLUME-9,VOLUME-9/KDP-Complete-Kit/265_Housing_Search_Evidence_Book,HOLD_CANDIDATE
266,Lease Renewal Decision Log,VOLUME-9,VOLUME-9/KDP-Complete-Kit/266_Lease_Renewal_Decision_Log,HOLD_CANDIDATE
267,Moving Day Command Book,VOLUME-9,VOLUME-9/KDP-Complete-Kit/267_Moving_Day_Command_Book,HOLD_CANDIDATE
268,Household Utility Transfer Log,VOLUME-9,VOLUME-9/KDP-Complete-Kit/268_Household_Utility_Transfer_Log,HOLD_CANDIDATE
269,Insurance Claim Timeline,VOLUME-9,VOLUME-9/KDP-Complete-Kit/269_Insurance_Claim_Timeline,HOLD_CANDIDATE
270,Personal Property Photo Index,VOLUME-9,VOLUME-9/KDP-Complete-Kit/270_Personal_Property_Photo_Index,HOLD_CANDIDATE
271,Storm Repair Contractor Log,VOLUME-9,VOLUME-9/KDP-Complete-Kit/271_Storm_Repair_Contractor_Log,HOLD_CANDIDATE
272,Seasonal Vehicle Readiness Book,VOLUME-9,VOLUME-9/KDP-Complete-Kit/272_Seasonal_Vehicle_Readiness_Book,HOLD_CANDIDATE
273,Workplace Incident Fact Log,VOLUME-9,VOLUME-9/KDP-Complete-Kit/273_Workplace_Incident_Fact_Log,HOLD_CANDIDATE
274,HR Conversation Preparation Book,VOLUME-9,VOLUME-9/KDP-Complete-Kit/274_HR_Conversation_Preparation_Book,HOLD_CANDIDATE
275,Career Change Research Ledger,VOLUME-9,VOLUME-9/KDP-Complete-Kit/275_Career_Change_Research_Ledger,HOLD_CANDIDATE
276,Freelance Invoice Follow-Up Log,VOLUME-9,VOLUME-9/KDP-Complete-Kit/276_Freelance_Invoice_Follow-Up_Log,HOLD_CANDIDATE
277,Small Team Process Notebook,VOLUME-9,VOLUME-9/KDP-Complete-Kit/277_Small_Team_Process_Notebook,HOLD_CANDIDATE
278,Meeting Facilitation Fieldbook,VOLUME-9,VOLUME-9/KDP-Complete-Kit/278_Meeting_Facilitation_Fieldbook,HOLD_CANDIDATE
279,Volunteer Training Register,VOLUME-9,VOLUME-9/KDP-Complete-Kit/279_Volunteer_Training_Register,HOLD_CANDIDATE
280,Fundraising Outreach Tracker,VOLUME-9,VOLUME-9/KDP-Complete-Kit/280_Fundraising_Outreach_Tracker,HOLD_CANDIDATE
281,Creative Submission Calendar,VOLUME-9,VOLUME-9/KDP-Complete-Kit/281_Creative_Submission_Calendar,HOLD_CANDIDATE
282,Artist Materials Inventory,VOLUME-9,VOLUME-9/KDP-Complete-Kit/282_Artist_Materials_Inventory,HOLD_CANDIDATE
283,Performance Venue Research Book,VOLUME-9,VOLUME-9/KDP-Complete-Kit/283_Performance_Venue_Research_Book,HOLD_CANDIDATE
284,Travel Medication Packing Record,VOLUME-9,VOLUME-9/KDP-Complete-Kit/284_Travel_Medication_Packing_Record,HOLD_CANDIDATE
285,Accessibility Accommodation Request Log,VOLUME-9,VOLUME-9/KDP-Complete-Kit/285_Accessibility_Accommodation_Request_Log,HOLD_CANDIDATE
286,Language Access Planning Book,VOLUME-9,VOLUME-9/KDP-Complete-Kit/286_Language_Access_Planning_Book,HOLD_CANDIDATE
287,Personal Archive Finding Aid,VOLUME-9,VOLUME-9/KDP-Complete-Kit/287_Personal_Archive_Finding_Aid,HOLD_CANDIDATE
288,Life Admin Weekly Review,VOLUME-9,VOLUME-9/KDP-Complete-Kit/288_Life_Admin_Weekly_Review,HOLD_CANDIDATE
