id,imprint,wave,order,title,subtitle,author,series,trim,pages,paper,cats,keywords,price,interior_file,cover_file,images,copy,bn,digital,hc,rank,notes
RB-19,Range Band Press,2,99,GLP-1 High-Protein Grocery & Meal Prep Planner,"12-Week Shopping Lists, Batch-Cook Logs & Fridge Maps (Undated)",Range Band Press,GLP-1 COMPANION SERIES,"6"" × 9""",136,white,HEALTH & FITNESS / Diet & Nutrition / Food Content Guides  (HEA017000) | HEALTH & FITNESS / Diet & Nutrition / Nutrition  (HEA019000),"['high protein grocery planner', 'glp-1 meal prep journal', 'batch cooking log book', 'fridge map leftover tracker', '12 week shopping list book', 'semaglutide grocery planner', 'undated protein meal prep']",$9.99,19_GLP1_Protein_Grocery/19_GLP1_Protein_Grocery_interior.pdf,19_GLP1_Protein_Grocery/19_GLP1_Protein_Grocery_COVER_WRAP.pdf,none (listing images not built for RB),19_GLP1_Protein_Grocery/listing.txt,LIST,$9.99,not built,41,
RB-20,Range Band Press,3,99,"GLP-1 Restaurant, Travel & Social Event Log","60 Eating-Out Pages, 12 Trip Kits & Usual-Order Cards",Range Band Press,GLP-1 COMPANION SERIES,"6"" × 9""",85,white,HEALTH & FITNESS / Diet & Nutrition / Nutrition  (HEA019000) | TRAVEL / Special Interest / General  (TRV026000),"['restaurant food diary undated', 'eating out journal glp-1', 'travel meal log book', 'usual order cards notebook', 'social event food tracker', 'trip kit health journal', 'dining out fullness log']",$9.99,20_GLP1_Out_and_About/20_GLP1_Out_and_About_interior.pdf,20_GLP1_Out_and_About/20_GLP1_Out_and_About_COVER_WRAP.pdf,none (listing images not built for RB),20_GLP1_Out_and_About/listing.txt,LIST,$9.99,not built,3,
RB-21,Range Band Press,4,99,"GLP-1 Measurements, Photos & Lab Archive","12-Month Inches, Clothing, Photo Log & Blank Lab Copy Sheets",Range Band Press,GLP-1 COMPANION SERIES,"6"" × 9""",85,white,HEALTH & FITNESS / Diet & Nutrition / Nutrition  (HEA019000) | HEALTH & FITNESS / Reference  (HEA020000),"['body measurement journal inches', 'clothing size log book', 'progress photo tracker undated', 'lab results copy sheets', 'waist hip notebook', 'glp-1 progress binder', '12 month measurement diary']",$9.99,21_GLP1_Archive/21_GLP1_Archive_interior.pdf,21_GLP1_Archive/21_GLP1_Archive_COVER_WRAP.pdf,none (listing images not built for RB),21_GLP1_Archive/listing.txt,LIST,$9.99,not built,2,
RB-22,Range Band Press,2,99,"GLP-1 Sleep, Bowel & Hydration Companion","90-Day Bristol Chart, Sleep Quality & Water Tally (Undated)",Range Band Press,GLP-1 COMPANION SERIES,"6"" × 9""",110,white,HEALTH & FITNESS / Diseases / Gastrointestinal  (HEA039010) | HEALTH & FITNESS / Sleep  (HEA043000),"['bristol stool diary glp-1', 'constipation tracker journal', 'hydration log book undated', 'sleep bowel water companion', '90 day bathroom diary', 'semaglutide gi companion', 'water intake tally journal']",$9.99,22_GLP1_Sleep_Bowel_Water/22_GLP1_Sleep_Bowel_Water_interior.pdf,22_GLP1_Sleep_Bowel_Water/22_GLP1_Sleep_Bowel_Water_COVER_WRAP.pdf,none (listing images not built for RB),22_GLP1_Sleep_Bowel_Water/listing.txt,LIST,$9.99,not built,30,
RB-23,Range Band Press,3,99,GLP-1 Body Image & Mindset Journal,90 Unique Prompts for a Changing Body (Undated Truce Practice),Range Band Press,GLP-1 COMPANION SERIES,"6"" × 9""",110,white,SELF-HELP / Eating Disorders & Body Image  (SEL014000) | SELF-HELP / Personal Growth / Happiness  (SEL016000),"['body image journal 90 day', 'changing body prompt journal', 'self compassion notebook undated', 'weight loss feelings diary', 'unique prompts no repeats', 'glp-1 mindset journal', 'body truce practice book']",$9.99,23_GLP1_Body_Image/23_GLP1_Body_Image_interior.pdf,23_GLP1_Body_Image/23_GLP1_Body_Image_COVER_WRAP.pdf,none (listing images not built for RB),23_GLP1_Body_Image/listing.txt,LIST,$9.99,not built,27,
RB-24,Range Band Press,2,99,GLP-1 Weekly Review & Clinic Brief Binder,52 Weeks of Review Spreads + One-Page Clinician Briefs,Range Band Press,GLP-1 COMPANION SERIES,"6"" × 9""",115,white,HEALTH & FITNESS / Reference  (HEA020000) | HEALTH & FITNESS / Diseases / General  (HEA039000),"['clinic visit journal 52 week', 'one page doctor brief', 'weekly health review notebook', 'patient appointment notes', 'glp-1 weekly log book', 'undated medical visit journal', 'clinician handoff notebook']",$9.99,24_GLP1_Weekly_Brief/24_GLP1_Weekly_Brief_interior.pdf,24_GLP1_Weekly_Brief/24_GLP1_Weekly_Brief_COVER_WRAP.pdf,none (listing images not built for RB),24_GLP1_Weekly_Brief/listing.txt,LIST,$9.99,not built,50,
RB-25,Range Band Press,2,99,GLP-1 Shot Day 0-48 Hour Pocket Log,5x8 Two-Page Cycles: Injection Day + Next 48 Hours (36 Cycles),Range Band Press,GLP-1 COMPANION SERIES,"5"" × 8""",79,white,HEALTH & FITNESS / Diseases / General  (HEA039000) | HEALTH & FITNESS / Reference  (HEA020000),"['injection day pocket journal', '0 48 hour shot log', 'glp-1 shot day notebook', '5x8 side effect diary', 'next 48 hours tracker', 'weekly injection pocket log', 'undated shot notebook 5x8']",$9.99,25_GLP1_Shot_Day_Pocket/25_GLP1_Shot_Day_Pocket_interior.pdf,25_GLP1_Shot_Day_Pocket/25_GLP1_Shot_Day_Pocket_COVER_WRAP.pdf,none (listing images not built for RB),25_GLP1_Shot_Day_Pocket/listing.txt,LIST,$9.99,not built,7,
RB-26,Range Band Press,4,99,GLP-1 Protein Kitchen Recipe & Leftover Log,60 Blank Recipe Cards + 30 Leftover Logs (Not a Cookbook),Range Band Press,GLP-1 COMPANION SERIES,"6"" × 9""",98,white,COOKING / General  (CKB000000) | HEALTH & FITNESS / Diet & Nutrition / Nutrition  (HEA019000),"['what sat well recipe log', 'protein leftover journal', 'blank recipe cards protein', 'glp-1 kitchen notebook', 'make again retire cards', 'undated recipe log book', 'meal prep leftover tracker']",$9.99,26_GLP1_Protein_Kitchen/26_GLP1_Protein_Kitchen_interior.pdf,26_GLP1_Protein_Kitchen/26_GLP1_Protein_Kitchen_COVER_WRAP.pdf,none (listing images not built for RB),26_GLP1_Protein_Kitchen/listing.txt,LIST,$9.99,not built,16,
RB-27,Range Band Press,3,99,GLP-1 Five-Minute Morning Pages,120 Compact Daily Pages for People Who Won't Fill a Spread,Range Band Press,GLP-1 COMPANION SERIES,"6"" × 9""",130,white,SELF-HELP / Journaling  (SEL010000) | HEALTH & FITNESS / Diet & Nutrition / Nutrition  (HEA019000),"['glp-1 five minute journal', 'compact daily shot log', 'short morning pages undated', '120 day one sentence diary', 'minimalist glp-1 tracker', 'quick protein daily log', 'people who wont fill a spread']",$9.99,27_GLP1_Five_Minute/27_GLP1_Five_Minute_interior.pdf,27_GLP1_Five_Minute/27_GLP1_Five_Minute_COVER_WRAP.pdf,none (listing images not built for RB),27_GLP1_Five_Minute/listing.txt,LIST,$9.99,not built,48,
RB-28,Range Band Press,4,99,Anxiety & Panic Sensation Log,"90 Unique Prompts, Body-First Tracking & Peak Timing (Not a Protocol)",Range Band Press,WELLNESS COMPANION SERIES,"6"" × 9""",110,white,SELF-HELP / Anxieties & Phobias  (SEL020000) | PSYCHOLOGY / Psychopathology / Anxieties & Phobias  (PSY022000),"['anxiety journal unique prompts', 'panic sensation log undated', 'body first anxiety notebook', 'peak and pass tracker', '90 day panic diary', 'therapist homework journal', 'worry loop checkbox log']",$9.99,28_Anxiety_Panic/28_Anxiety_Panic_interior.pdf,28_Anxiety_Panic/28_Anxiety_Panic_COVER_WRAP.pdf,none (listing images not built for RB),28_Anxiety_Panic/listing.txt,LIST,$9.99,not built,18,
RB-29,Range Band Press,4,99,Sleep Window & Wind-Down Diary,"12-Week Sleep Diary: Latency, WASO, Rise Time & Wind-Down (Tracking Only)",Range Band Press,WELLNESS COMPANION SERIES,"6"" × 9""",104,white,HEALTH & FITNESS / Sleep  (HEA043000) | SELF-HELP / Self-Management / General  (SEL032000),"['waso sleep diary journal', 'clinical sleep log 12 week', 'sleep latency tracker', 'wind down checkbox diary', 'insomnia tracking notebook', 'rise time sleep journal', 'undated sleep window log']",$9.99,29_Sleep_Window/29_Sleep_Window_interior.pdf,29_Sleep_Window/29_Sleep_Window_COVER_WRAP.pdf,none (listing images not built for RB),29_Sleep_Window/listing.txt,LIST,$9.99,not built,21,
RB-31,Range Band Press,4,99,Glucose & Meal Timing Log,90-Day Meter/CGM Copy Sheets & Meal Context (Not a Dosing Protocol),Range Band Press,WELLNESS COMPANION SERIES,"6"" × 9""",110,white,HEALTH & FITNESS / Diseases / Diabetes  (HEA039140) | HEALTH & FITNESS / Diet & Nutrition / Nutrition  (HEA019000),"['blood sugar log book undated', 'cgm companion journal', 'glucose meal timing diary', 'meter reading copy sheets', '90 day diabetes tracker', 'not a dosing protocol log', 'undated glucose notebook']",$9.99,31_Glucose_Meal/31_Glucose_Meal_interior.pdf,31_Glucose_Meal/31_Glucose_Meal_COVER_WRAP.pdf,none (listing images not built for RB),31_Glucose_Meal/listing.txt,LIST,$9.99,not built,20,
RB-32,Range Band Press,4,99,Chronic Pain Body Map & Flare Diary,"72 Flare Pages, Front/Back Maps, Monthly Function Dashboards",Range Band Press,WELLNESS COMPANION SERIES,"6"" × 9""",92,white,HEALTH & FITNESS / Pain Management  (HEA009000) | HEALTH & FITNESS / Diseases / General  (HEA039000),"['chronic pain body map', 'flare tracker diary undated', 'pain function log book', 'front back pain journal', 'monthly pain dashboard', 'chronic illness flare notebook', '72 flare pages diary']",$9.99,32_Chronic_Pain/32_Chronic_Pain_interior.pdf,32_Chronic_Pain/32_Chronic_Pain_COVER_WRAP.pdf,none (listing images not built for RB),32_Chronic_Pain/listing.txt,LIST,$9.99,not built,12,
RB-33,Range Band Press,4,99,Grief & Loss 90-Day Journal,"90 Unique Prompts — No Stages, No Silver Linings (Gender-Neutral)",Range Band Press,WELLNESS COMPANION SERIES,"6"" × 9""",117,white,"FAMILY & RELATIONSHIPS / Death, Grief, Bereavement  (FAM014000) | SELF-HELP / Journaling  (SEL010000)","['grief journal 90 day', 'bereavement prompts no stages', 'gender neutral grief diary', 'loss writing prompts unique', 'mourning journal undated', 'no silver lining grief book', 'memorial writing notebook']",$9.99,33_Grief_Loss/33_Grief_Loss_interior.pdf,33_Grief_Loss/33_Grief_Loss_COVER_WRAP.pdf,none (listing images not built for RB),33_Grief_Loss/listing.txt,LIST,$9.99,not built,49,
RB-34,Range Band Press,4,99,12-Week Habit Operating System,"Weekly Contracts, Bad-Day Minimums & Environment Design (Undated)",Range Band Press,WELLNESS COMPANION SERIES,"6"" × 9""",117,white,SELF-HELP / Self-Management / Time Management  (SEL027000) | SELF-HELP / Personal Growth / Happiness  (SEL016000),"['habit contract journal 12 week', 'minimum viable habit tracker', 'identity habit notebook', 'bad day minimum log', 'undated habit operating system', 'weekly behavior contract', 'environment design journal']",$9.99,34_Habit_OS/34_Habit_OS_interior.pdf,34_Habit_OS/34_Habit_OS_COVER_WRAP.pdf,none (listing images not built for RB),34_Habit_OS/listing.txt,LIST,$9.99,not built,19,
RB-35,Range Band Press,4,99,Burnout & Energy Budget Journal,"12-Week Meeting Cost, Recovery & Resentment Log (Not a Hustle Planner)",Range Band Press,WELLNESS COMPANION SERIES,"6"" × 9""",104,white,SELF-HELP / Self-Management / Stress Management  (SEL024000) | BUSINESS & ECONOMICS / Time Management  (BUS088000),"['burnout journal knowledge work', 'energy budget notebook', 'meeting cost tracker', 'resentment signal diary', '12 week burnout log', 'decline delegate journal', 'undated recovery from hustle']",$9.99,35_Burnout_Energy/35_Burnout_Energy_interior.pdf,35_Burnout_Energy/35_Burnout_Energy_COVER_WRAP.pdf,none (listing images not built for RB),35_Burnout_Energy/listing.txt,LIST,$9.99,not built,28,
RB-36,Range Band Press,4,99,Bladder & Pelvic Symptom Diary,"16 Three-Day Voiding Diaries (Drink, Void, Urgency, Leak) — Tracking Only",Range Band Press,WELLNESS COMPANION SERIES,"6"" × 9""",88,white,HEALTH & FITNESS / Women's Health  (HEA028000) | HEALTH & FITNESS / Diseases / General  (HEA039000),"['3 day bladder diary', 'voiding log book clinic', 'urgency leak pad tracker', 'pelvic symptom diary undated', 'drink void diary 16 blocks', 'urogynecology notebook', 'bladder diary for appointment']",$9.99,36_Bladder_Pelvic/36_Bladder_Pelvic_interior.pdf,36_Bladder_Pelvic/36_Bladder_Pelvic_COVER_WRAP.pdf,none (listing images not built for RB),36_Bladder_Pelvic/listing.txt,LIST,$9.99,not built,9,
