sku,canonical_title,release_wave,publication_status,edition,language_scope,channel,delivery_format,planned_list_price_usd,price_posture,channel_floor_or_dependency,operational_state
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,Bilingual paperback,en + approved target language,Lulu Bookstore,Paperback POD,$18.99,Proposed bilingual starting point; final page-count/cost calculation controls,Use final bilingual page count and Lulu calculator; no auto-upload,PLANNING ONLY
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,English paperback,en,Lulu Global Distribution,Paperback POD / distribution,$15.99,Proposed only; live distributor price floor and no-duplicate rule control,Price must cover current Lulu Global minimum; do not create a duplicate Amazon/B&N/Ingram listing,PARKED — CHANNEL CONFLICT REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,Bilingual paperback,en + approved target language,Lulu Global Distribution,Paperback POD / distribution,$18.99,Proposed bilingual starting point; final page-count/cost calculation controls,Price must cover current Lulu Global minimum after final page count; do not create duplicate retail listings,PARKED — CHANNEL CONFLICT REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,English paperback,en,IngramSpark,Paperback POD / distribution,$15.99,Proposed only; live distributor price floor and no-duplicate rule control,"Requires a publisher-owned ISBN, wholesale/returns decision, current print quote, and no duplicate distributor path",PARKED — ISBN / DISTRIBUTION REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,Bilingual paperback,en + approved target language,IngramSpark,Paperback POD / distribution,$18.99,Proposed bilingual starting point; final page-count/cost calculation controls,"Requires a separate ISBN, final bilingual pagination, wholesale/returns decision, print quote, and no duplicate distributor path",PARKED — ISBN / DISTRIBUTION REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,English paperback,en,Pothi store (India),Paperback POD,TBD — live local calculator / approved economics required,No price set; channel-specific quote / approval required,India route; price and eligibility require a current Pothi calculator/account review,PARKED — REGIONAL ELIGIBILITY REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,Bilingual paperback,en + Hindi,Pothi store (India),Paperback POD,TBD — live local calculator / approved economics required,No price set; channel-specific quote / approval required,Hindi pairing only after qualified Hindi review; current local quote/account review required,PARKED — REGIONAL ELIGIBILITY REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,English paperback,en,Blurb Bookstore,Print on demand,TBD — live local calculator / approved economics required,No price set; channel-specific quote / approval required,"Use only if current project format, print quote, and value proposition pass; no duplicate distribution setup",PARKED — ECONOMICS REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,English paperback,en,Bookvault + owned checkout,"Fulfilment, not a retail store",TBD — live local calculator / approved economics required,No price set; channel-specific quote / approval required,"Requires an approved owned checkout, tax/privacy review, and fulfilment quote",PARKED — OWNED-STORE REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,English eBook,en,Amazon Kindle,EPUB / Kindle eBook,$8.99,Proposed digital-edition price; no approved digital edition exists,A separately built accessible digital edition; no KDP Select while the same digital edition is non-exclusively sold elsewhere,PARKED — DIGITAL FILE / RIGHTS REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,Bilingual eBook,en + approved target language,Amazon Kindle,EPUB / Kindle eBook,$10.99,Proposed digital-edition price; no approved digital edition exists,"One language pair per distinct edition; final language metadata, accessibility, claims, and rights review required",PARKED — DIGITAL FILE / RIGHTS REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,English eBook,en,Apple Books,EPUB,$8.99,Proposed digital-edition price; no approved digital edition exists,Requires a validated EPUB and Apple account/tax setup; do not use a PDF as a substitute,PARKED — DIGITAL FILE / ACCOUNT REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,Bilingual eBook,en + approved target language,Apple Books,EPUB,$10.99,Proposed digital-edition price; no approved digital edition exists,"Separate ISBN/identifier where required, validated EPUB, language metadata, and qualified language review",PARKED — DIGITAL FILE / RIGHTS REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,English digital edition,en,Google Play Books,EPUB preferred; PDF only when appropriate,$8.99,Proposed digital-edition price; no approved digital edition exists,Set country rights and local currency prices in Partner Center; final format/accessibility/territory review required,PARKED — DIGITAL FILE / TERRITORY REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,Bilingual digital edition,en + approved target language,Google Play Books,EPUB preferred; PDF only when appropriate,$10.99,Proposed digital-edition price; no approved digital edition exists,Set language and territory rights per edition; final format/accessibility/claims/translation review required,PARKED — DIGITAL FILE / TERRITORY REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,English eBook,en,Kobo Writing Life,EPUB,$8.99,Proposed digital-edition price; no approved digital edition exists,"Requires validated EPUB, country rights, tax/payment setup, and store metadata review",PARKED — DIGITAL FILE / ACCOUNT REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,Bilingual eBook,en + approved target language,Kobo Writing Life,EPUB,$10.99,Proposed digital-edition price; no approved digital edition exists,One language pair per edition; requires a validated EPUB and language/rights/claims review,PARKED — DIGITAL FILE / RIGHTS REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,English eBook,en,Barnes & Noble Press eBook,EPUB,$8.99,Proposed digital-edition price; no approved digital edition exists,Separate eBook project/file and current B&N platform validation required,PARKED — DIGITAL FILE / ACCOUNT REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,Bilingual eBook,en + approved target language,Barnes & Noble Press eBook,EPUB,$10.99,Proposed digital-edition price; no approved digital edition exists,Separate language-pair eBook project; final accessibility and translation QA required,PARKED — DIGITAL FILE / RIGHTS REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,English print-at-home PDF,en,Payhip,PDF,$8.99,Proposed digital-edition price; no approved digital edition exists,"Requires approved accessible PDF, rights/tax/privacy policy, and human-owned checkout",PARKED — DIRECT-COMMERCE REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,Bilingual print-at-home PDF,en + approved target language,Payhip,PDF,$10.99,Proposed digital-edition price; no approved digital edition exists,"Requires final bilingual PDF, translation QA, rights/tax/privacy policy, and human-owned checkout",PARKED — DIRECT-COMMERCE REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,English print-at-home PDF,en,Gumroad,PDF,$8.99,Proposed digital-edition price; no approved digital edition exists,"Requires approved accessible PDF, rights/tax/privacy policy, and human-owned checkout",PARKED — DIRECT-COMMERCE REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,Bilingual print-at-home PDF,en + approved target language,Gumroad,PDF,$10.99,Proposed digital-edition price; no approved digital edition exists,"Requires final bilingual PDF, translation QA, rights/tax/privacy policy, and human-owned checkout",PARKED — DIRECT-COMMERCE REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,English print-at-home PDF,en,Ko-fi Shop,PDF,$8.99,Proposed digital-edition price; no approved digital edition exists,"Requires approved accessible PDF, rights/tax/privacy policy, and human-owned checkout",PARKED — DIRECT-COMMERCE REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,Bilingual print-at-home PDF,en + approved target language,Ko-fi Shop,PDF,$10.99,Proposed digital-edition price; no approved digital edition exists,"Requires final bilingual PDF, translation QA, rights/tax/privacy policy, and human-owned checkout",PARKED — DIRECT-COMMERCE REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,English print-at-home PDF,en,itch.io,PDF,$8.99,Proposed digital-edition price; no approved digital edition exists,Use only if current content/category/account terms suit a book; rights/tax/privacy review required,PARKED — PLATFORM-FIT REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,Bilingual print-at-home PDF,en + approved target language,itch.io,PDF,$10.99,Proposed digital-edition price; no approved digital edition exists,Use only if current content/category/account terms suit a book; translation/rights/tax/privacy review required,PARKED — PLATFORM-FIT REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,English print-at-home PDF,en,Lemon Squeezy,PDF,$8.99,Proposed digital-edition price; no approved digital edition exists,"Requires human-approved merchant-of-record, tax, privacy, and file-delivery setup",PARKED — DIRECT-COMMERCE REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,Bilingual print-at-home PDF,en + approved target language,Lemon Squeezy,PDF,$10.99,Proposed digital-edition price; no approved digital edition exists,"Requires human-approved merchant-of-record, tax, privacy, and final translation/file QA",PARKED — DIRECT-COMMERCE REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,English print-at-home PDF,en,Whop,PDF,$8.99,Proposed digital-edition price; no approved digital edition exists,"Requires human-approved marketplace fit, tax/privacy, and file-delivery setup",PARKED — PLATFORM-FIT REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,Bilingual print-at-home PDF,en + approved target language,Whop,PDF,$10.99,Proposed digital-edition price; no approved digital edition exists,"Requires human-approved marketplace fit, tax/privacy, and final translation/file QA",PARKED — PLATFORM-FIT REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,English print-at-home PDF,en,Buy Me a Coffee,PDF,$8.99,Proposed digital-edition price; no approved digital edition exists,"Requires current platform-fit, tax/privacy, and human-owned checkout review",PARKED — PLATFORM-FIT REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,Bilingual print-at-home PDF,en + approved target language,Buy Me a Coffee,PDF,$10.99,Proposed digital-edition price; no approved digital edition exists,"Requires current platform-fit, tax/privacy, and final translation/file QA",PARKED — PLATFORM-FIT REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,English print-at-home PDF,en,Etsy,PDF,$8.99,Proposed digital-edition price; no approved digital edition exists,"Requires current seller-fee, tax, IP, marketplace-policy, and human-owned-shop review",PARKED — MARKETPLACE REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,Bilingual print-at-home PDF,en + approved target language,Etsy,PDF,$10.99,Proposed digital-edition price; no approved digital edition exists,"Requires current seller-fee, tax, IP, marketplace-policy, and translation QA review",PARKED — MARKETPLACE REVIEW
A05,Night Harbor: An Evening Wind-Down & Sleep Reflection Companion,Wave 1,HOLD — awaiting release gates,Owned-checkout digital edition,en or approved bilingual pair,Shopify / WooCommerce / Big Cartel,Owned checkout,TBD — live local calculator / approved economics required,No price set; channel-specific quote / approval required,"Not retailers; only consider after domain, hosting, payment, tax, privacy, customer-data, and security approvals",PARKED — OWNED-STORE REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,English paperback,en,Amazon KDP paperback,Paperback POD,$17.99,Canonical US Wave 1 anchor; listing still HOLD,US anchor only; set and verify each marketplace local price in the live KDP pricing page,CURRENT PRICE ANCHOR / HOLD
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,Bilingual paperback,en + approved target language,Amazon KDP paperback,Paperback POD,$20.99,Proposed bilingual starting point; final page-count/cost calculation controls,"Starting point; final count, print cost, each marketplace minimum, proof, and translation QA must pass",PLANNING ONLY
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,English paperback,en,Barnes & Noble Press,Paperback POD,$17.99,Canonical US Wave 1 anchor; listing still HOLD,Must be at least the current B&N print minimum; use B&N-specific cover template and proof,PLANNING ONLY
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,Bilingual paperback,en + approved target language,Barnes & Noble Press,Paperback POD,$20.99,Proposed bilingual starting point; final page-count/cost calculation controls,"Must be at least the current B&N print minimum; separate final file, cover, proof, and rights review",PLANNING ONLY
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,English paperback,en,Lulu Bookstore,Paperback POD,$17.99,Canonical US Wave 1 anchor; listing still HOLD,Use only if live Lulu print cost permits the anchor; independently confirm current calculator,PLANNING ONLY
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,Bilingual paperback,en + approved target language,Lulu Bookstore,Paperback POD,$20.99,Proposed bilingual starting point; final page-count/cost calculation controls,Use final bilingual page count and Lulu calculator; no auto-upload,PLANNING ONLY
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,English paperback,en,Lulu Global Distribution,Paperback POD / distribution,$17.99,Proposed only; live distributor price floor and no-duplicate rule control,Price must cover current Lulu Global minimum; do not create a duplicate Amazon/B&N/Ingram listing,PARKED — CHANNEL CONFLICT REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,Bilingual paperback,en + approved target language,Lulu Global Distribution,Paperback POD / distribution,$20.99,Proposed bilingual starting point; final page-count/cost calculation controls,Price must cover current Lulu Global minimum after final page count; do not create duplicate retail listings,PARKED — CHANNEL CONFLICT REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,English paperback,en,IngramSpark,Paperback POD / distribution,$17.99,Proposed only; live distributor price floor and no-duplicate rule control,"Requires a publisher-owned ISBN, wholesale/returns decision, current print quote, and no duplicate distributor path",PARKED — ISBN / DISTRIBUTION REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,Bilingual paperback,en + approved target language,IngramSpark,Paperback POD / distribution,$20.99,Proposed bilingual starting point; final page-count/cost calculation controls,"Requires a separate ISBN, final bilingual pagination, wholesale/returns decision, print quote, and no duplicate distributor path",PARKED — ISBN / DISTRIBUTION REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,English paperback,en,Pothi store (India),Paperback POD,TBD — live local calculator / approved economics required,No price set; channel-specific quote / approval required,India route; price and eligibility require a current Pothi calculator/account review,PARKED — REGIONAL ELIGIBILITY REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,Bilingual paperback,en + Hindi,Pothi store (India),Paperback POD,TBD — live local calculator / approved economics required,No price set; channel-specific quote / approval required,Hindi pairing only after qualified Hindi review; current local quote/account review required,PARKED — REGIONAL ELIGIBILITY REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,English paperback,en,Blurb Bookstore,Print on demand,TBD — live local calculator / approved economics required,No price set; channel-specific quote / approval required,"Use only if current project format, print quote, and value proposition pass; no duplicate distribution setup",PARKED — ECONOMICS REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,English paperback,en,Bookvault + owned checkout,"Fulfilment, not a retail store",TBD — live local calculator / approved economics required,No price set; channel-specific quote / approval required,"Requires an approved owned checkout, tax/privacy review, and fulfilment quote",PARKED — OWNED-STORE REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,English eBook,en,Amazon Kindle,EPUB / Kindle eBook,$9.99,Proposed digital-edition price; no approved digital edition exists,A separately built accessible digital edition; no KDP Select while the same digital edition is non-exclusively sold elsewhere,PARKED — DIGITAL FILE / RIGHTS REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,Bilingual eBook,en + approved target language,Amazon Kindle,EPUB / Kindle eBook,$11.99,Proposed digital-edition price; no approved digital edition exists,"One language pair per distinct edition; final language metadata, accessibility, claims, and rights review required",PARKED — DIGITAL FILE / RIGHTS REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,English eBook,en,Apple Books,EPUB,$9.99,Proposed digital-edition price; no approved digital edition exists,Requires a validated EPUB and Apple account/tax setup; do not use a PDF as a substitute,PARKED — DIGITAL FILE / ACCOUNT REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,Bilingual eBook,en + approved target language,Apple Books,EPUB,$11.99,Proposed digital-edition price; no approved digital edition exists,"Separate ISBN/identifier where required, validated EPUB, language metadata, and qualified language review",PARKED — DIGITAL FILE / RIGHTS REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,English digital edition,en,Google Play Books,EPUB preferred; PDF only when appropriate,$9.99,Proposed digital-edition price; no approved digital edition exists,Set country rights and local currency prices in Partner Center; final format/accessibility/territory review required,PARKED — DIGITAL FILE / TERRITORY REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,Bilingual digital edition,en + approved target language,Google Play Books,EPUB preferred; PDF only when appropriate,$11.99,Proposed digital-edition price; no approved digital edition exists,Set language and territory rights per edition; final format/accessibility/claims/translation review required,PARKED — DIGITAL FILE / TERRITORY REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,English eBook,en,Kobo Writing Life,EPUB,$9.99,Proposed digital-edition price; no approved digital edition exists,"Requires validated EPUB, country rights, tax/payment setup, and store metadata review",PARKED — DIGITAL FILE / ACCOUNT REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,Bilingual eBook,en + approved target language,Kobo Writing Life,EPUB,$11.99,Proposed digital-edition price; no approved digital edition exists,One language pair per edition; requires a validated EPUB and language/rights/claims review,PARKED — DIGITAL FILE / RIGHTS REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,English eBook,en,Barnes & Noble Press eBook,EPUB,$9.99,Proposed digital-edition price; no approved digital edition exists,Separate eBook project/file and current B&N platform validation required,PARKED — DIGITAL FILE / ACCOUNT REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,Bilingual eBook,en + approved target language,Barnes & Noble Press eBook,EPUB,$11.99,Proposed digital-edition price; no approved digital edition exists,Separate language-pair eBook project; final accessibility and translation QA required,PARKED — DIGITAL FILE / RIGHTS REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,English print-at-home PDF,en,Payhip,PDF,$9.99,Proposed digital-edition price; no approved digital edition exists,"Requires approved accessible PDF, rights/tax/privacy policy, and human-owned checkout",PARKED — DIRECT-COMMERCE REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,Bilingual print-at-home PDF,en + approved target language,Payhip,PDF,$11.99,Proposed digital-edition price; no approved digital edition exists,"Requires final bilingual PDF, translation QA, rights/tax/privacy policy, and human-owned checkout",PARKED — DIRECT-COMMERCE REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,English print-at-home PDF,en,Gumroad,PDF,$9.99,Proposed digital-edition price; no approved digital edition exists,"Requires approved accessible PDF, rights/tax/privacy policy, and human-owned checkout",PARKED — DIRECT-COMMERCE REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,Bilingual print-at-home PDF,en + approved target language,Gumroad,PDF,$11.99,Proposed digital-edition price; no approved digital edition exists,"Requires final bilingual PDF, translation QA, rights/tax/privacy policy, and human-owned checkout",PARKED — DIRECT-COMMERCE REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,English print-at-home PDF,en,Ko-fi Shop,PDF,$9.99,Proposed digital-edition price; no approved digital edition exists,"Requires approved accessible PDF, rights/tax/privacy policy, and human-owned checkout",PARKED — DIRECT-COMMERCE REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,Bilingual print-at-home PDF,en + approved target language,Ko-fi Shop,PDF,$11.99,Proposed digital-edition price; no approved digital edition exists,"Requires final bilingual PDF, translation QA, rights/tax/privacy policy, and human-owned checkout",PARKED — DIRECT-COMMERCE REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,English print-at-home PDF,en,itch.io,PDF,$9.99,Proposed digital-edition price; no approved digital edition exists,Use only if current content/category/account terms suit a book; rights/tax/privacy review required,PARKED — PLATFORM-FIT REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,Bilingual print-at-home PDF,en + approved target language,itch.io,PDF,$11.99,Proposed digital-edition price; no approved digital edition exists,Use only if current content/category/account terms suit a book; translation/rights/tax/privacy review required,PARKED — PLATFORM-FIT REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,English print-at-home PDF,en,Lemon Squeezy,PDF,$9.99,Proposed digital-edition price; no approved digital edition exists,"Requires human-approved merchant-of-record, tax, privacy, and file-delivery setup",PARKED — DIRECT-COMMERCE REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,Bilingual print-at-home PDF,en + approved target language,Lemon Squeezy,PDF,$11.99,Proposed digital-edition price; no approved digital edition exists,"Requires human-approved merchant-of-record, tax, privacy, and final translation/file QA",PARKED — DIRECT-COMMERCE REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,English print-at-home PDF,en,Whop,PDF,$9.99,Proposed digital-edition price; no approved digital edition exists,"Requires human-approved marketplace fit, tax/privacy, and file-delivery setup",PARKED — PLATFORM-FIT REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,Bilingual print-at-home PDF,en + approved target language,Whop,PDF,$11.99,Proposed digital-edition price; no approved digital edition exists,"Requires human-approved marketplace fit, tax/privacy, and final translation/file QA",PARKED — PLATFORM-FIT REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,English print-at-home PDF,en,Buy Me a Coffee,PDF,$9.99,Proposed digital-edition price; no approved digital edition exists,"Requires current platform-fit, tax/privacy, and human-owned checkout review",PARKED — PLATFORM-FIT REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,Bilingual print-at-home PDF,en + approved target language,Buy Me a Coffee,PDF,$11.99,Proposed digital-edition price; no approved digital edition exists,"Requires current platform-fit, tax/privacy, and final translation/file QA",PARKED — PLATFORM-FIT REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,English print-at-home PDF,en,Etsy,PDF,$9.99,Proposed digital-edition price; no approved digital edition exists,"Requires current seller-fee, tax, IP, marketplace-policy, and human-owned-shop review",PARKED — MARKETPLACE REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,Bilingual print-at-home PDF,en + approved target language,Etsy,PDF,$11.99,Proposed digital-edition price; no approved digital edition exists,"Requires current seller-fee, tax, IP, marketplace-policy, and translation QA review",PARKED — MARKETPLACE REVIEW
B10,Rest & Regulate: A 90-Day Breath-Paced Planner,Wave 1,HOLD — awaiting release gates,Owned-checkout digital edition,en or approved bilingual pair,Shopify / WooCommerce / Big Cartel,Owned checkout,TBD — live local calculator / approved economics required,No price set; channel-specific quote / approval required,"Not retailers; only consider after domain, hosting, payment, tax, privacy, customer-data, and security approvals",PARKED — OWNED-STORE REVIEW
B12,Back to Enough: A Compassionate Productivity Rescue Workbook,Wave 1,HOLD — awaiting release gates,English paperback,en,Amazon KDP paperback,Paperback POD,$18.99,Canonical US Wave 1 anchor; listing still HOLD,US anchor only; set and verify each marketplace local price in the live KDP pricing page,CURRENT PRICE ANCHOR / HOLD
B12,Back to Enough: A Compassionate Productivity Rescue Workbook,Wave 1,HOLD — awaiting release gates,Bilingual paperback,en + approved target language,Amazon KDP paperback,Paperback POD,$21.99,Proposed bilingual starting point; final page-count/cost calculation controls,"Starting point; final count, print cost, each marketplace minimum, proof, and translation QA must pass",PLANNING ONLY
B12,Back to Enough: A Compassionate Productivity Rescue Workbook,Wave 1,HOLD — awaiting release gates,English paperback,en,Barnes & Noble Press,Paperback POD,$18.99,Canonical US Wave 1 anchor; listing still HOLD,Must be at least the current B&N print minimum; use B&N-specific cover template and proof,PLANNING ONLY
B12,Back to Enough: A Compassionate Productivity Rescue Workbook,Wave 1,HOLD — awaiting release gates,Bilingual paperback,en + approved target language,Barnes & Noble Press,Paperback POD,$21.99,Proposed bilingual starting point; final page-count/cost calculation controls,"Must be at least the current B&N print minimum; separate final file, cover, proof, and rights review",PLANNING ONLY
B12,Back to Enough: A Compassionate Productivity Rescue Workbook,Wave 1,HOLD — awaiting release gates,English paperback,en,Lulu Bookstore,Paperback POD,$18.99,Canonical US Wave 1 anchor; listing still HOLD,Use only if live Lulu print cost permits the anchor; independently confirm current calculator,PLANNING ONLY
B12,Back to Enough: A Compassionate Productivity Rescue Workbook,Wave 1,HOLD — awaiting release gates,Bilingual paperback,en + approved target language,Lulu Bookstore,Paperback POD,$21.99,Proposed bilingual starting point; final page-count/cost calculation controls,Use final bilingual page count and Lulu calculator; no auto-upload,PLANNING ONLY
B12,Back to Enough: A Compassionate Productivity Rescue Workbook,Wave 1,HOLD — awaiting release gates,English paperback,en,Lulu Global Distribution,Paperback POD / distribution,$18.99,Proposed only; live distributor price floor and no-duplicate rule control,Price must cover current Lulu Global minimum; do not create a duplicate Amazon/B&N/Ingram listing,PARKED — CHANNEL CONFLICT REVIEW
B12,Back to Enough: A Compassionate Productivity Rescue Workbook,Wave 1,HOLD — awaiting release gates,Bilingual paperback,en + approved target language,Lulu Global Distribution,Paperback POD / distribution,$21.99,Proposed bilingual starting point; final page-count/cost calculation controls,Price must cover current Lulu Global minimum after final page count; do not create duplicate retail listings,PARKED — CHANNEL CONFLICT REVIEW
B12,Back to Enough: A Compassionate Productivity Rescue Workbook,Wave 1,HOLD — awaiting release gates,English paperback,en,IngramSpark,Paperback POD / distribution,$18.99,Proposed only; live distributor price floor and no-duplicate rule control,"Requires a publisher-owned ISBN, wholesale/returns decision, current print quote, and no duplicate distributor path",PARKED — ISBN / DISTRIBUTION REVIEW
